"","entity_name","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost"
"115","NPDR w/ DME","-0.185676282803863","-0.185966620446385","-0.142634693140004","-0.226963341240712","(-0.227,-0.143)","0.00001","-0.174838986311383","-0.175153209579173","-0.132014347598283","-0.21594758578386","(-0.216,-0.132)","0.00001","-0.191179387166773","-0.191581107765525","-0.14019366286836","-0.239929380039908","(-0.24,-0.14)","0.00001","-0.140106811711719","-0.140577798664636","-0.0861955109473226","-0.19153313703557","(-0.192,-0.086)","0.00001","-0.188511286245767","-0.18896923133345","-0.137634641473319","-0.237037937531326","(-0.237,-0.138)","0.00001","-0.195655936487514","-0.196045130988724","-0.145268805144877","-0.243708957099074","(-0.244,-0.145)","0.00001","-0.176834608415454","-0.17686731687059","-0.157756454117259","-0.195627619307457","(-0.196,-0.158)","0.00001"
"116","unspec DR w/o DME","-0.0665497935354398","-0.0686422446538583","0.039574724357732","-0.161317225967448","(-0.161,0.04)","0.21928","-0.00580789925213232","-0.00791634291314254","0.108389383485739","-0.107195663891922","(-0.107,0.108)","0.91374","0.0786448960443237","0.0756853028153056","0.2187129640372","-0.0454550099513996","(-0.045,0.219)","0.20244","0.0250008899234766","0.0224078668565582","0.155043220622721","-0.0890721163399296","(-0.089,0.155)","0.66964","0.189315859228551","0.185780820285473","0.349643336351294","0.0477870572032843","(0.048,0.35)","0.0034","0.0684132368014244","0.0652840418876723","0.209825890748954","-0.0563797819920627","(-0.056,0.21)","0.27339","0.0429605928453537","0.0425379083149899","0.0932786181074455","-0.00508594772906886","(-0.005,0.093)","0.06709"
"117","PDR w/ DME","-0.145959326455708","-0.146225300447695","-0.102736277633444","-0.187300841910149","(-0.187,-0.103)","0.00001","-0.130933087669992","-0.131231067356049","-0.0873359742608706","-0.172669396435073","(-0.173,-0.087)","0.00001","-0.158391051572726","-0.158725967865455","-0.106969347540908","-0.20769736118394","(-0.208,-0.107)","0.00001","-0.106311148591884","-0.106759149224286","-0.051695853702554","-0.158064260667677","(-0.158,-0.052)","0.00041","-0.157996121638217","-0.158424683471781","-0.106441957636858","-0.206888876321017","(-0.207,-0.106)","0.00001","-0.167362127262396","-0.167715701899968","-0.117129222338903","-0.215720712968057","(-0.216,-0.117)","0.00001","-0.14098589898444","-0.141030051533784","-0.121726669763956","-0.159915590414108","(-0.16,-0.122)","0.00001"
"118","other/unspec peripheral retinal degeneration","-0.0772309592413204","-0.0775785125715931","-0.0322744793158614","-0.120169192638854","(-0.12,-0.032)","0.00141","-0.139336668891873","-0.139623816746796","-0.0980174185588151","-0.178773192889553","(-0.179,-0.098)","0.00001","-0.116615041953261","-0.116954986550628","-0.0698876704197297","-0.161546377792739","(-0.162,-0.07)","0.00002","-0.107377685081965","-0.107796076358148","-0.0607231585046984","-0.152006341164247","(-0.152,-0.061)","0.00004","-0.0915705990387316","-0.0918840267658709","-0.0440632909320849","-0.137226152688302","(-0.137,-0.044)","0.00051","-0.167693651737214","-0.167989295774559","-0.124374780371883","-0.209349333700265","(-0.209,-0.124)","0.00001","-0.114828102563867","-0.114887516424255","-0.0971776354051682","-0.132282769795717","(-0.132,-0.097)","0.00001"
"119","lattice degeneration of retina","-0.0858988735727434","-0.0861476547185918","-0.0460834870869291","-0.124153959023188","(-0.124,-0.046)","0.00012","-0.149454784772447","-0.149734263273152","-0.11250476101425","-0.184808325619189","(-0.185,-0.113)","0.00001","-0.124076999775648","-0.124317453650704","-0.0825513744283994","-0.164391135678503","(-0.164,-0.083)","0.00001","-0.129228978935982","-0.129468624252399","-0.0880091896300778","-0.169007472040147","(-0.169,-0.088)","0.00001","-0.0853500795358813","-0.0857324083972707","-0.042037246636116","-0.126877793319031","(-0.127,-0.042)","0.00026","-0.160946726187953","-0.161194395388088","-0.121596840012715","-0.19891667160407","(-0.199,-0.122)","0.00001","-0.120772258669758","-0.120837159129591","-0.104887627239944","-0.136467052881111","(-0.136,-0.105)","0.00001"
"123","PDR w/o DME","-0.0850079741532717","-0.0853611194290305","-0.0376862206861625","-0.130275326621012","(-0.13,-0.038)","0.00101","-0.1029140305503","-0.103212196779496","-0.0569409523451294","-0.147002201922361","(-0.147,-0.057)","0.00008","-0.0902245601324461","-0.0906683758866998","-0.0334531502654009","-0.144107960233426","(-0.144,-0.033)","0.00395","-0.0410790578800563","-0.0415591611864971","0.0179918836723244","-0.097587165098357","(-0.098,0.018)","0.18025","-0.0497935374888064","-0.0500838643097121","0.00913235830136168","-0.106412926249891","(-0.106,0.009)","0.10778","-0.091712751270696","-0.092016662553322","-0.0358127960135164","-0.145642646294804","(-0.146,-0.036)","0.00268","-0.0731291103914517","-0.0732266899079287","-0.0520346715314052","-0.0937548903390672","(-0.094,-0.052)","0.00001"
"124","DME resolved after tx","-0.133102034598016","-0.13337808169839","-0.100416266109638","-0.164643225825831","(-0.165,-0.1)","0.00001","-0.0703191537694095","-0.0705476910490263","-0.0355344645519905","-0.10387676566621","(-0.104,-0.036)","0.00018","-0.196101069064215","-0.196383245535651","-0.163549802382496","-0.227309677972851","(-0.227,-0.164)","0.00001","-0.210357223176671","-0.210577704070253","-0.179142611472491","-0.239987304730122","(-0.24,-0.179)","0.00001","-0.181762563849658","-0.181931117264267","-0.149432914515334","-0.212819563343068","(-0.213,-0.149)","0.00001","-0.236072521057127","-0.236282976097119","-0.206341927036737","-0.26499616479615","(-0.265,-0.206)","0.00001","-0.164608632575435","-0.164657502166462","-0.151833816972644","-0.177182221625145","(-0.177,-0.152)","0.00001"
"125","PDR, stable","-0.040253059121989","-0.0410343667687514","0.0293821665833984","-0.105585086035189","(-0.106,0.029)","0.26085","-0.104939237025784","-0.105683981339063","-0.0389356638233642","-0.166240711435447","(-0.166,-0.039)","0.00325","-0.0901015419840638","-0.0911378358635834","-0.0155254491593188","-0.159083644987888","(-0.159,-0.016)","0.02347","-0.0785427833459558","-0.0795797576244841","-0.00366556661414212","-0.147475879104005","(-0.147,-0.004)","0.04632","-0.0464528023662794","-0.0476152127846449","0.033037985051165","-0.119252464459402","(-0.119,0.033)","0.24848","-0.107379196250957","-0.108359564027772","-0.0327207315866883","-0.176741667452717","(-0.177,-0.033)","0.00822","-0.073811321892202","-0.0739881536230641","-0.0452688026209679","-0.10159240512784","(-0.102,-0.045)","0.00001"
"126","other non-diabetic proliferative retinopathy","-0.121045863651606","-0.121195044220128","-0.092359436762324","-0.149025744155914","(-0.149,-0.092)","0.00001","-0.126448615623102","-0.126618151383967","-0.0982097177108025","-0.15382107981008","(-0.154,-0.098)","0.00001","-0.125915946870896","-0.126076983560985","-0.0956769232498998","-0.155218811393979","(-0.155,-0.096)","0.00001","-0.113416038924782","-0.113552038275408","-0.0830940203983849","-0.142826606288664","(-0.143,-0.083)","0.00001","-0.0722952470678616","-0.0725583966589037","-0.0400958027421183","-0.103172602519378","(-0.103,-0.04)","0.00007","-0.146652925166491","-0.146782808981586","-0.117568074756526","-0.174866974210534","(-0.175,-0.118)","0.00001","-0.114834368272403","-0.114853097990858","-0.103024199424585","-0.126442003916038","(-0.126,-0.103)","0.00001"
"128","dry AMD, early stage","-0.129574473519271","-0.129832105146918","-0.083431951258948","-0.17421609985089","(-0.174,-0.083)","0.00001","-0.175981857105845","-0.176254547149487","-0.132395676542499","-0.217662052856722","(-0.218,-0.132)","0.00001","-0.141073422848518","-0.141438513402729","-0.0856322669292674","-0.193692013190908","(-0.194,-0.086)","0.00002","-0.135961909758544","-0.136348671811088","-0.0811310737317131","-0.188202341245446","(-0.188,-0.081)","0.00005","-0.130275360657822","-0.130767178637546","-0.0748211947307525","-0.18289987273935","(-0.183,-0.075)","0.00005","-0.181108933101756","-0.181501414824914","-0.129310473160454","-0.230903776103206","(-0.231,-0.129)","0.00001","-0.144576301540266","-0.144640114271762","-0.12450608306307","-0.164254291569018","(-0.164,-0.125)","0.00001"
"129","vitreomacular adhesion","-0.108219547147562","-0.108631230050823","-0.0667036660686252","-0.147955591394919","(-0.148,-0.067)","0.00001","-0.153854881010713","-0.154120233045345","-0.114851200548118","-0.191447102821683","(-0.191,-0.115)","0.00001","-0.120971271949818","-0.121285080538245","-0.0763609237606075","-0.163857441111422","(-0.164,-0.076)","0.00001","-0.111154881023021","-0.11143434892902","-0.0664790869074102","-0.153996919422037","(-0.154,-0.066)","0.00002","-0.0766121808114627","-0.0769258503364177","-0.0302853233931927","-0.121222887382059","(-0.121,-0.03)","0.00246","-0.143093168279891","-0.143405335946224","-0.100218961001924","-0.184103049598503","(-0.184,-0.1)","0.00001","-0.116431228784232","-0.116485472400115","-0.0994342362525841","-0.133099662985789","(-0.133,-0.099)","0.00001"
"130","wet AMD, active CNV","-0.142415277222536","-0.142630080391951","-0.106717614903361","-0.176959870515434","(-0.177,-0.107)","0.00001","-0.148817941928963","-0.149106278384335","-0.113225114234975","-0.183034090350563","(-0.183,-0.113)","0.00001","-0.163849531932118","-0.164063020648621","-0.12567677727991","-0.200851093267784","(-0.201,-0.126)","0.00001","-0.152680453725834","-0.152767192985962","-0.114566952214384","-0.189745651455343","(-0.19,-0.115)","0.00001","-0.155297510227301","-0.155514819716234","-0.117132872669496","-0.192333189210706","(-0.192,-0.117)","0.00001","-0.190212830832215","-0.190441125297716","-0.153709544885902","-0.225608858893446","(-0.226,-0.154)","0.00001","-0.15653607191787","-0.156569028410424","-0.14191730477769","-0.170980049217382","(-0.171,-0.142)","0.00001"
"131","wet AMD, inactive CNV","-0.108252078651673","-0.108510963843428","-0.0716448017857174","-0.143219558355683","(-0.143,-0.072)","0.00001","-0.141165356545197","-0.141440701804994","-0.105713689125339","-0.175378790734134","(-0.175,-0.106)","0.00001","-0.0904882279309175","-0.0908363065862687","-0.0486533241921756","-0.130700919638709","(-0.131,-0.049)","0.00006","-0.0956874474293165","-0.09603114049576","-0.054475617771834","-0.13491387335524","(-0.135,-0.054)","0.00003","-0.066209982895848","-0.0665607507009882","-0.0227511195383427","-0.107733962189006","(-0.108,-0.023)","0.00405","-0.117021512200487","-0.117347867265641","-0.0759359609458422","-0.156192190966616","(-0.156,-0.076)","0.00001","-0.0969924689278","-0.0970330398977903","-0.0812173802718901","-0.112536999202468","(-0.113,-0.081)","0.00001"
"132","wet AMD, inactive scar","-0.10474160714997","-0.105441182310063","-0.0435652865764078","-0.162005888996332","(-0.162,-0.044)","0.00179","-0.14519829103847","-0.145972943219335","-0.0860472509255922","-0.20039608340716","(-0.2,-0.086)","0.00002","-0.135176076772251","-0.136094931431583","-0.0688155218945233","-0.196550906676397","(-0.197,-0.069)","0.00036","-0.0839997070475744","-0.0848037889253099","-0.012999316286383","-0.149948064701533","(-0.15,-0.013)","0.02671","-0.102740541861572","-0.103611248799592","-0.0341500815680329","-0.167102185349098","(-0.167,-0.034)","0.00658","-0.131048549942949","-0.1319644496386","-0.0626016754456411","-0.19418178098215","(-0.194,-0.063)","0.00083","-0.111855231908565","-0.111985116404222","-0.0861432920230643","-0.136682296504653","(-0.137,-0.086)","0.00001"
"133","retrolental fibroplasia","-0.0340349803068009","-0.037184481282862","0.0955425009269557","-0.145900281856629","(-0.146,0.096)","0.58043","-0.20032913546356","-0.202687041000898","-0.0952492689078786","-0.291205432691082","(-0.291,-0.095)","0.00118","-0.0246115380694149","-0.0286013176638177","0.116609573573125","-0.144604281815901","(-0.145,0.117)","0.7123","-0.00224476361413148","-0.00572581181571077","0.138238285070835","-0.122786821218913","(-0.123,0.138)","0.97284","0.206669304899299","0.202172247141678","0.386755662745762","0.0529471249919379","(0.053,0.387)","0.0027","0.0774888471344748","0.0735485035120308","0.234346995594033","-0.057430076833165","(-0.057,0.234)","0.2523","0.003961222936404","0.00335708555491614","0.0587338610552603","-0.047183601986473","(-0.047,0.059)","0.87933"
"134","unspec macular degeneration","-0.127441305754912","-0.128600730337652","-0.0522896610366539","-0.196451140545413","(-0.196,-0.052)","0.00243","-0.153376995013972","-0.154390462217116","-0.0793748761481331","-0.221164345495445","(-0.221,-0.079)","0.00025","-0.0758147730635624","-0.0769857887706498","0.00863062602771785","-0.153367669756211","(-0.153,0.009)","0.08697","0.00894517145215906","0.0076524768204076","0.0996977378056522","-0.0744152081335773","(-0.074,0.1)","0.83677","0.0873704072330799","0.08584197690027","0.189118873700102","-0.00476215298652874","(-0.005,0.189)","0.05303","0.0395434017437895","0.0380444090754885","0.137772065799602","-0.0497583146031599","(-0.05,0.138)","0.38406","-0.0410382151083085","-0.0413075174985498","-0.00726185671316558","-0.0733728646941487","(-0.073,-0.007)","0.01762"
"135","dry AMD, intermediate stage","-0.111991667256827","-0.112126307216869","-0.0758835397023372","-0.146777103440326","(-0.147,-0.076)","0.00001","-0.180062107873619","-0.180310361736219","-0.146770828307807","-0.212188651623658","(-0.212,-0.147)","0.00001","-0.13533966667271","-0.135534142826708","-0.0968988019324453","-0.17239081918737","(-0.172,-0.097)","0.00001","-0.144826190486669","-0.145079089044573","-0.107243811718033","-0.181188014610813","(-0.181,-0.107)","0.00001","-0.108327805715884","-0.108688990548427","-0.068784398260781","-0.146061893034881","(-0.146,-0.069)","0.00001","-0.174494145494614","-0.17473931479246","-0.138215533953779","-0.20960750155438","(-0.21,-0.138)","0.00001","-0.138118407476538","-0.138113161659169","-0.123635126144127","-0.152423462103464","(-0.152,-0.124)","0.00001"
"136","unspec DR w/ DME","0.0530863080100051","0.0497602902878855","0.203332874993659","-0.0773764534128142","(-0.077,0.203)","0.42602","0.38694087519601","0.381559968888026","0.594461742959521","0.208175449239604","(0.208,0.594)","0.00001","0.440217987128169","0.434970127732035","0.667896142353338","0.242416016272481","(0.242,0.668)","0.00001","0.65012604703912","0.643636157789176","0.920902121054845","0.418705927272301","(0.419,0.921)","0.00001","0.646598531673998","0.639198903815835","0.928347264707691","0.407013236301443","(0.407,0.928)","0.00001","0.667674440180365","0.660298423999198","0.964600334188114","0.414082672610175","(0.414,0.965)","0.00001","0.459118636344537","0.4581265648444","0.551147029659597","0.372953969554193","(0.373,0.551)","0.00001"
"137","dry AMD, adv stage w/o subfov involv","-0.0978998314890795","-0.0982286897105361","-0.0515461441441082","-0.142348684315342","(-0.142,-0.052)","0.00015","-0.155599701503216","-0.155906035317837","-0.112192076568478","-0.197070203443347","(-0.197,-0.112)","0.00001","-0.0949425206173458","-0.095630712235879","-0.0343729643893897","-0.151845182818818","(-0.152,-0.034)","0.0044","-0.0874612172149264","-0.0878960411923088","-0.0285843741659937","-0.14404194674075","(-0.144,-0.029)","0.00638","-0.0494565400474297","-0.0499443077416008","0.0132452266858812","-0.109265606221077","(-0.109,0.013)","0.13205","-0.109010371966601","-0.109530472867073","-0.0507014584449763","-0.164459286108162","(-0.164,-0.051)","0.00106","-0.0938486300982194","-0.0939134435962356","-0.0722509166888811","-0.115089198455299","(-0.115,-0.072)","0.00001"
"138","dry AMD, adv stage w/ subfov involv","-0.102383763077834","-0.102957774984862","-0.0410403204173861","-0.160528887505276","(-0.161,-0.041)","0.00264","-0.17776245885979","-0.178299204912774","-0.121858470860667","-0.230877567259724","(-0.231,-0.122)","0.00001","-0.116856775891632","-0.117840322694765","-0.0438793347236827","-0.185256507806265","(-0.185,-0.044)","0.00466","-0.080822383268583","-0.0815599256003062","-0.00599758399622843","-0.151250998573081","(-0.151,-0.006)","0.04531","-0.0747086248419919","-0.0754617118274382","0.00154853715484416","-0.146746520885233","(-0.147,0.002)","0.06706","-0.120571058722517","-0.121352900276799","-0.0482625154491024","-0.188089307379574","(-0.188,-0.048)","0.00339","-0.10694227260056","-0.107056555839271","-0.0797644922871497","-0.13353207850567","(-0.134,-0.08)","0.00001"
"140","angoid streaks of macula","-0.0208090260690835","-0.0214168998071112","0.0338981689002403","-0.0723984203127336","(-0.072,0.034)","0.45143","-0.0918855979645642","-0.0925013594416403","-0.041835957729487","-0.138554527684196","(-0.139,-0.042)","0.00063","-0.0699409119476969","-0.0705799508076502","-0.0147853296646236","-0.122011003146275","(-0.122,-0.015)","0.01647","-0.0834027426846674","-0.0839091086050958","-0.0308609289724582","-0.133048607797784","(-0.133,-0.031)","0.00334","-0.0598579242016013","-0.0604388749455788","-0.00456263454852247","-0.112271174240369","(-0.112,-0.005)","0.03986","-0.106255995457541","-0.106799174942326","-0.0543109755580723","-0.154960637887855","(-0.155,-0.054)","0.0003","-0.0696628565676642","-0.0698039232001951","-0.0488217869880525","-0.0899461785500634","(-0.09,-0.049)","0.00001"
"141","macular cyst, hole, or pseudohole","-0.068755696112922","-0.068911537848296","-0.0341703224415394","-0.102266356457799","(-0.102,-0.034)","0.00029","-0.127102164483718","-0.127325466734732","-0.0947255071203577","-0.158624636713237","(-0.159,-0.095)","0.00001","-0.0879194895501235","-0.0881654118616908","-0.0471019512438956","-0.127364279074368","(-0.127,-0.047)","0.00012","-0.086875549780735","-0.0870752289817162","-0.0462295354324239","-0.126050420429859","(-0.126,-0.046)","0.00019","-0.0466739270457701","-0.0469555047274569","-0.00393086285252705","-0.087867290576831","(-0.088,-0.004)","0.03753","-0.118234483430524","-0.118466718837592","-0.0788957299886714","-0.155933873127924","(-0.156,-0.079)","0.00002","-0.0841623555015238","-0.0841883640084044","-0.068980524388863","-0.0991046907214019","(-0.099,-0.069)","0.00001"
